number_of_Loans,customerid,accumlated_loan_given,accumlated_timediff,first-repay,time-to-payoff,accumulated_money_won
11,8a858e0f5577f579015581d14503059f,215000.0,39763000000000,2881996000000000,25053010000000000,32025.0
7,8a858e0f58afbace0158b493ecd36d7f,100000.0,25381000000000,-950566000000000,15878910000000000,23300.0
7,8a858e0f58afbace0158b64e22de02b4,90000.0,25320000000000,-4753154000000000,13682333000000000,20950.0
8,8a858e0f58afbace0158cb199b892d2d,100000.0,28868000000000,-59229000000000,15121279000000000,18200.0
12,8a858e0f58d4699c0158d4894de00907,230000.0,43292000000000,-3419841000000000,17887820000000000,31250.0
2,8a858e0f5c45466f015c4a6560255de7,20000.0,7225000000000,-496166000000000,4716149000000000,6000.0
1,8a858e0f5c45466f015c518a7d2e5bbe,10000.0,3617000000000,-85820000000000,1185321000000000,1500.0
1,8a858e0f5c45466f015c536697241575,10000.0,3610000000000,-141195000000000,1108289000000000,1500.0
2,8a858e0f5c45466f015c546652e81026,20000.0,7220000000000,158385000000000,2653743000000000,3000.0
1,8a858e0f5c45466f015c5469454d1227,10000.0,3669000000000,-208163000000000,2509502000000000,3000.0
1,8a858e0f5c45466f015c55c7e09d5e9c,10000.0,3611000000000,771178000000000,3315965000000000,3000.0
1,8a858e105b434e9e015b437dbfab3920,10000.0,3612000000000,-378684000000000,2336709000000000,3000.0
2,8a858e105bd92644015bd9db3a0f3be2,20000.0,7275000000000,-110438000000000,5083034000000000,6000.0
2,8a858e105bd92644015bdb6b69395d10,20000.0,7218000000000,94600000000000,5289252000000000,6000.0
5,8a858e105bd92644015bdca43c877d2c,70000.0,18036000000000,-347110000000000,6226519000000000,9000.0
2,8a858e105bd92644015bdd2f7a981936,20000.0,7226000000000,-1092392000000000,3952450000000000,5500.0
1,8a858e105bd92644015bdd374f0d1a3a,10000.0,3609000000000,43819000000000,2612042000000000,3000.0
3,8a858e105bd92644015bded94870560e,30000.0,10830000000000,-5449760000000000,2492903000000000,9000.0
2,8a858e105bd92644015be07c35237d0d,20000.0,7219000000000,-105549000000000,5257704000000000,6000.0
1,8a858e105bd92644015be472bab768c3,10000.0,3611000000000,2328097000000000,4847982000000000,3000.0
4,8a858e105bd92644015be699d91214f3,50000.0,14428000000000,-1038234000000000,4331714000000000,6250.0
2,8a858e105bd92644015be762bf10576f,20000.0,7238000000000,88346000000000,4070520000000000,4500.0
3,8a858e105bd92644015be812e5683388,40000.0,10828000000000,-2030710000000000,5537923000000000,10500.0
2,8a858e105c1c09c8015c1cc872e155e5,20000.0,7274000000000,240159000000000,5469495000000000,6000.0
2,8a858e105c1c09c8015c1f8d43752c0a,20000.0,7275000000000,-417020000000000,3331879000000000,4500.0
2,8a858e105c1c09c8015c1fd4eb915326,20000.0,7275000000000,402432000000000,5661532000000000,6000.0
2,8a858e105c1c09c8015c1ff8c6666669,20000.0,7275000000000,-2059276000000000,3117987000000000,6000.0
9,8a858e1158dc4d830158f7bde4f47ea7,180000.0,32536000000000,-302992000000000,17538177000000000,27000.0
7,8a858e1158dc4d830158f8829c7929a1,105000.0,25255000000000,-2148937000000000,15738665000000000,25150.0
7,8a858e1158dc4d830159015170547d02,120000.0,25260000000000,-2249606000000000,15816321000000000,25600.0
9,8a858e1158dc4d8301590729328d2857,160000.0,32481000000000,-3031349000000000,13905352000000000,23025.0
5,8a858e115af6c526015af8adf8fa3495,50000.0,18053000000000,-766318000000000,9529847000000000,12000.0
1,8a858e115c59a3e2015c59ebb25d238b,10000.0,3669000000000,16379000000000,2576101000000000,3000.0
7,8a858e125a48129b015a4af97ed06160,105000.0,25251000000000,-3512950000000000,9577820000000000,16575.0
3,8a858e125acd7563015ad16a8f964ab1,30000.0,10900000000000,1207342000000000,5160203000000000,4500.0
5,8a858e125b1ff78f015b2100ab476269,70000.0,18594000000000,-2769026000000000,5008229000000000,11250.0
3,8a858e125b391784015b391ddd6a078d,30000.0,10832000000000,-3276000000000,7955646000000000,9000.0
2,8a858e125c358780015c35aad25310ef,20000.0,7273000000000,-3271170000000000,1793726000000000,6000.0
1,8a858e125d65ee4d015d699d321f719d,10000.0,3612000000000,-1144539000000000,201762000000000,1500.0
1,8a858e135c78e673015c79070e9a0d98,10000.0,3613000000000,-141437000000000,2391951000000000,3000.0
1,8a858e135c78e673015c794a54092a97,10000.0,3671000000000,16398000000000,2575306000000000,3000.0
1,8a858e135c78e673015c7c818dbd2262,10000.0,3612000000000,-141382000000000,2417941000000000,3000.0
1,8a858e135c7e2eec015c813211a96674,10000.0,3668000000000,-486394000000000,2041205000000000,3000.0
2,8a858e135c7e2eec015c81c27f791ff7,20000.0,7221000000000,-1301752000000000,2499759000000000,4500.0
1,8a858e135c7e2eec015c81cb9dc02458,10000.0,3611000000000,-1179666000000000,1379180000000000,3000.0
1,8a858e135cb22031015cb58116983b37,10000.0,3668000000000,129796000000000,2946382000000000,3000.0
1,8a858e135cb22031015cb663b7c54fa9,10000.0,3668000000000,565095000000000,3080288000000000,3000.0
1,8a858e135cb22031015cb7c7290c7eef,10000.0,3668000000000,1245725000000000,2553599000000000,1500.0
2,8a858e135cb22031015cb7f9700e06f8,20000.0,7276000000000,-574041000000000,3367110000000000,4500.0
1,8a858e135cb22031015cbafc76964ebd,10000.0,3667000000000,-21624000000000,1300528000000000,1500.0
1,8a858e135cb22031015cbb1bc347555b,10000.0,11099000000000,-1145375000000000,1396970000000000,3000.0
1,8a858e135cb22031015cbb1fe09555f4,10000.0,3668000000000,-2105786000000000,701303000000000,3000.0
1,8a858e135cb22031015cbc509ff86d8f,10000.0,4357000000000,-489263000000000,2230052000000000,3000.0
1,8a858e135cb22031015cbcf1122f779e,10000.0,3609000000000,77568000000000,2841342000000000,3000.0
1,8a858e135cb22031015cbf92f3be3c16,10000.0,3669000000000,-153316000000000,2406603000000000,3000.0
2,8a858e145bf81459015bfc2992285a80,20000.0,7219000000000,18999000000000,5180805000000000,6000.0
10,8a858e1556321b940156388e506a2ed4,199000.0,36118000000000,243824000000000,18327835000000000,25687.5
11,8a858e1556321b9401564c8d8e8144d8,120000.0,39815000000000,2598112000000000,16772916000000000,16850.0
11,8a858e1556321b940156548b9ca970a6,230000.0,39716000000000,-5168979000000000,14821915000000000,32900.0
1,8a858e155cd052b0015cd2a48d745802,10000.0,3668000000000,-437617000000000,1024066000000000,1500.0
3,8a858e16562dbf18015631258ed16411,30000.0,10857000000000,767421000000000,8879788000000000,9000.0
5,8a858e165a47b2fd015a4aff578837c6,70000.0,18043000000000,-2413874000000000,10624995000000000,17300.0
3,8a858e165a47b2fd015a4b52c72e5a7c,30000.0,10821000000000,1310213000000000,7790270000000000,7500.0
7,8a858e165ad25487015ad6eb97ee2fbe,120000.0,25307000000000,-319654000000000,10138865000000000,15400.0
1,8a858e165b90faf9015b94c5e95e727f,10000.0,3668000000000,123955000000000,1373970000000000,1500.0
1,8a858e165b90faf9015b95d2b5031316,10000.0,3607000000000,-25772000000000,1231147000000000,1500.0
1,8a858e165b90faf9015b9654b6e01bdd,10000.0,3607000000000,-359540000000000,2174477000000000,3000.0
3,8a858e165b90faf9015b973923842ae9,30000.0,10821000000000,-1701380000000000,6119711000000000,9000.0
3,8a858e165b90faf9015b9ed99b3e0c2d,40000.0,10830000000000,676646000000000,5760749000000000,7500.0
1,8a858e165cf9d8e3015d072f06823b83,10000.0,3669000000000,55325000000000,1317835000000000,1500.0
12,8a858e17562dc227015630cfffe743b5,245000.0,43305000000000,-1970709000000000,26322038000000000,43875.0
5,8a858e175872e14e015876e1c25212de,50000.0,18052000000000,7967464000000000,19774671000000000,13500.0
8,8a858e175a3d3d78015a3e14a81844a2,150000.0,28926000000000,-4152401000000000,13736559000000000,27100.0
3,8a858e175b343fe2015b344c1e5b0f48,30000.0,10826000000000,-249045000000000,7666885000000000,9000.0
9,8a858e1856aa901b0156b3b683c36060,195000.0,32500000000000,-1300957000000000,19713018000000000,25300.0
6,8a858e185b4923b4015b49f7165a4acd,90000.0,21648000000000,-3584904000000000,5697548000000000,13500.0
3,8a858e185b4923b4015b4ae48d28646a,30000.0,11586000000000,497938000000000,4679839000000000,4500.0
2,8a858e185b4923b4015b4c4dd82a073b,20000.0,7217000000000,-802507000000000,1758042000000000,3000.0
4,8a858e185b4923b4015b4cd7cae6255f,45000.0,14431000000000,-2215345000000000,8022708000000000,12375.0
3,8a858e185b4923b4015b50807fef1ab5,30000.0,10825000000000,-231621000000000,6180586000000000,7500.0
6,8a858e185b4923b4015b536354895cae,90000.0,21662000000000,-5152285000000000,6525063000000000,16500.0
3,8a858e185b4923b4015b537a4383609d,40000.0,10822000000000,-1139912000000000,5279045000000000,9000.0
2,8a858e185b4923b4015b546070020159,20000.0,7215000000000,-466710000000000,2016407000000000,3000.0
1,8a858e195af64338015af6bc45ef5aef,10000.0,3669000000000,-654353000000000,765397000000000,1500.0
1,8a858e195b90e512015b90f0a8f005d6,10000.0,3668000000000,18619000000000,1359572000000000,1500.0
4,8a858e195b90e512015b9312936863cf,50000.0,14429000000000,53163000000000,6401616000000000,9000.0
1,8a858e195b90e512015b99fbb1dc677a,10000.0,3669000000000,-205836000000000,1073479000000000,1500.0
5,8a858e195b90e512015b9ac8526473bc,70000.0,18038000000000,-4962636000000000,2837143000000000,11250.0
4,8a858e195b90e512015ba0eb4eed5ef5,50000.0,14428000000000,-51590000000000,6206585000000000,9000.0
1,8a858e195d320ff1015d3211a37f011d,10000.0,3673000000000,47057000000000,1363333000000000,1500.0
6,8a858e1a59cbf7460159d0335d9a6a03,90000.0,21654000000000,-2236694000000000,13408141000000000,21100.0
2,8a858e1a5bce88e5015bced034b62745,20000.0,7217000000000,987583000000000,6255522000000000,6000.0
1,8a858e1a5bd8a6ae015bd8fee0f624a8,10000.0,3612000000000,-37501000000000,2588757000000000,3000.0
6,8a858e1b59fa11590159fa2239010639,90000.0,21719000000000,-421892000000000,11281085000000000,16550.0
12,8a858e1c56dfea870156e1cca79f084d,325000.0,43302000000000,-2508750000000000,22177436000000000,39237.5
11,8a858e1c56dfea870156ebe73f462f80,110000.0,39762000000000,2767849000000000,16581894000000000,16500.0
9,8a858e1c56dfea870156f52d5ff70e20,165000.0,32540000000000,-3601815000000000,15738901000000000,28950.0
8,8a858e1c56dfea870156f57a826a1207,170000.0,28917000000000,-1789282000000000,23504086000000000,35400.0
2,8a858e1c5bab1191015baca490325254,20000.0,7214000000000,-499080000000000,3364824000000000,4500.0
3,8a858e1c5bab1191015bae9d16cc1cf6,30000.0,10819000000000,-164408000000000,7629578000000000,9000.0
1,8a858e1d5ad28479015ad309602c6027,10000.0,3611000000000,-969558000000000,1737761000000000,3000.0
4,8a858e1d5b2510b2015b284ba968098f,40000.0,14435000000000,-1483755000000000,8771861000000000,12000.0
2,8a858e1d5b2510b2015b28ffe3882faa,20000.0,7225000000000,2266062000000000,7403842000000000,6000.0
1,8a858e1d5b2510b2015b2c76fe45726a,10000.0,3668000000000,-189647000000000,2441099000000000,3000.0
3,8a858e1d5b2510b2015b2ec1e9541f3c,30000.0,10842000000000,460301000000000,8174368000000000,9000.0
3,8a858e1d5b2510b2015b300034ae4eef,30000.0,10826000000000,-305122000000000,6179975000000000,7500.0
1,8a858e1d5c5a460c015c5a51775a0613,10000.0,3611000000000,17280000000000,2637387000000000,3000.0
2,8a858e1d5c5a460c015c5a7896251633,20000.0,7228000000000,-80768000000000,3803119000000000,4500.0
1,8a858e1d5cd58f9e015cd5be41721a4e,10000.0,3609000000000,-1662124000000000,1023467000000000,3000.0
1,8a858e1d5cd58f9e015cd8c747ad7d06,10000.0,3668000000000,-714231000000000,644568000000000,1500.0
1,8a858e1d5cd58f9e015cd912f8830794,10000.0,3668000000000,163434000000000,1603556000000000,1500.0
1,8a858e1d5cd58f9e015cd91cdee408ca,10000.0,3669000000000,-2183860000000000,342113000000000,3000.0
1,8a858e1d5cd58f9e015cdfe7c50d380b,10000.0,3668000000000,-141219000000000,2557726000000000,3000.0
1,8a858e1d5cd58f9e015ce4d0e49950d5,10000.0,3608000000000,-16857000000000,1201918000000000,1500.0
1,8a858e1d5cd58f9e015ce559ea09786b,10000.0,3668000000000,143098000000000,2710379000000000,3000.0
1,8a858e1d5cd58f9e015ce610e19f13f4,10000.0,3667000000000,16497000000000,1239675000000000,1500.0
1,8a858e1d5cd58f9e015ceaef264365a0,10000.0,3668000000000,-459858000000000,767607000000000,1500.0
1,8a858e1d5cd58f9e015ceda385bb359d,10000.0,3668000000000,675312000000000,2283239000000000,1500.0
1,8a858e1d5cd58f9e015ceda4bdb63673,10000.0,3670000000000,-208903000000000,1042209000000000,1500.0
10,8a858e1e54e2aa5a0154e2e87bf317e5,210000.0,36196000000000,-903872000000000,24842242000000000,39000.0
4,8a858e1e54e2aa5a0154e303c246237b,40000.0,14430000000000,863998000000000,6101277000000000,6000.0
6,8a858e1e54e2aa5a0154e31e842130b6,75000.0,21658000000000,4772871000000000,18928847000000000,17575.0
14,8a858e1e54e2aa5a0154e43dd98e059d,415000.0,50585000000000,-3391792000000000,33503800000000000,71875.0
5,8a858e1e54e2aa5a0154e7e0494068e1,45000.0,18095000000000,6085370000000000,19194081000000000,13500.0
9,8a858e1e54e2aa5a0154fbf9330120e1,230000.0,32505000000000,149339000000000,25079264000000000,37200.0
1,8a858e1e54e2aa5a0155059eabfa7cc1,10000.0,3668000000000,-537445000000000,2012009000000000,3000.0
4,8a858e1e5b1fc4ad015b1fc9fd66028a,50000.0,14431000000000,-870249000000000,9769122000000000,13500.0
6,8a858e1e5b1fc4ad015b1ff96614226a,90000.0,21649000000000,-1273526000000000,6644773000000000,11250.0
2,8a858e205af28299015af2acd2ff06a6,20000.0,7224000000000,-719561000000000,1741990000000000,3000.0
6,8a858e205af28299015af50a799745c5,90000.0,21705000000000,-3556700000000000,10605757000000000,20300.0
3,8a858e205bcee61c015bcf7dfcf3355b,30000.0,10829000000000,-348918000000000,4730775000000000,6000.0
2,8a858e205c21d53a015c237cb6fd1fe7,20000.0,7221000000000,-1397723000000000,3946181000000000,6000.0
2,8a858e205c21d53a015c24b30b8c2f39,20000.0,7274000000000,-1226031000000000,1457250000000000,3000.0
1,8a858e205c21d53a015c24dbb996327e,10000.0,3607000000000,20043000000000,2563308000000000,3000.0
2,8a858e205c21d53a015c2b38026238b9,20000.0,7275000000000,-92048000000000,5001065000000000,6000.0
1,8a858e205c21d53a015c30d563282210,10000.0,3608000000000,-569151000000000,1978427000000000,3000.0
2,8a858e205c21d53a015c326a63a866a2,20000.0,7275000000000,-451405000000000,3782745000000000,4500.0
4,8a858e2155defefd0155df432f691e33,50000.0,14436000000000,150421000000000,9147458000000000,11500.0
12,8a858e2155defefd0155df91c4f63ade,300000.0,43371000000000,-1649389000000000,27197783000000000,45900.0
10,8a858e2155defefd0155e12953ee00a1,270000.0,171535000000000,-2674442000000000,20317907000000000,41950.0
8,8a858e2155defefd0155e88ca1b22485,180000.0,28937000000000,-2212828000000000,24345148000000000,35050.0
2,8a858e2155defefd0155ead8e6df411a,20000.0,7227000000000,3480176000000000,8778590000000000,6000.0
9,8a858e2155defefd0155ed6d112c6b55,170000.0,32549000000000,-1111025000000000,19588785000000000,28500.0
1,8a858e2155defefd0155f06f2faa2841,10000.0,3607000000000,-202522000000000,2448787000000000,3000.0
8,8a858e2159f3c9030159f4336f1925f4,110000.0,28873000000000,-1391287000000000,11684063000000000,18400.0
4,8a858e215afc0662015aff1f28b91c4d,50000.0,14430000000000,-123128000000000,9070696000000000,12000.0
4,8a858e215afc0662015affe525c27d00,50000.0,14443000000000,-2072168000000000,5790099000000000,10500.0
1,8a858e215c7de5f2015c7ea18646502c,10000.0,3669000000000,78887000000000,2619413000000000,3000.0
1,8a858e215c7de5f2015c815830051943,10000.0,3668000000000,-285865000000000,2433312000000000,3000.0
1,8a858e215c7de5f2015c81ce4f5e4902,10000.0,3667000000000,9715000000000,2556624000000000,3000.0
1,8a858e215ca77c7f015ca8e61b12437c,10000.0,3668000000000,-985391000000000,1780280000000000,3000.0
1,8a858e215ca77c7f015caa601f6e5976,10000.0,3667000000000,-31566000000000,1240668000000000,1500.0
1,8a858e215ca77c7f015cab19f5c92961,10000.0,3671000000000,245197000000000,2844541000000000,3000.0
1,8a858e215ca77c7f015cab1db72d2b63,10000.0,3668000000000,-555494000000000,703908000000000,1500.0
6,8a858e225a1e98ab015a1f5c431d33b4,100000.0,21706000000000,-70276000000000,8949827000000000,12762.5
5,8a858e225a28c713015a2ce31a9e0dc8,60000.0,18097000000000,-830725000000000,5581967000000000,7500.0
5,8a858e225a28c713015a2cfb72ce119e,60000.0,18102000000000,-386855000000000,12477849000000000,15800.0
8,8a858e225a28c713015a31751aaf3f4b,150000.0,28920000000000,-260118000000000,12734003000000000,19200.0
8,8a858e225a28c713015a33e7c0bf5ed8,150000.0,28870000000000,-6052420000000000,11725259000000000,27900.0
1,8a858e225c404292015c416cdcea2c34,10000.0,3667000000000,75795000000000,1309722000000000,1500.0
2,8a858e225c404292015c4419d23d04f8,20000.0,7275000000000,-386392000000000,5087226000000000,6000.0
1,8a858e225c404292015c4a9957024ee5,10000.0,3608000000000,735087000000000,1991608000000000,1500.0
2,8a858e225c404292015c4bc05b45616d,20000.0,7274000000000,-144080000000000,3727977000000000,4500.0
1,8a858e225c404292015c4e2b42c67bbe,10000.0,3616000000000,592791000000000,3120871000000000,3000.0
1,8a858e225c404292015c4ead01420908,10000.0,3614000000000,-20311000000000,2705355000000000,3000.0
2,8a858e225c404292015c4f19fdfb148a,20000.0,7218000000000,-677853000000000,3090841000000000,4500.0
2,8a858e225c404292015c5530c04b10ac,20000.0,7218000000000,-866880000000000,2894946000000000,4500.0
1,8a858e225c404292015c583027e72e02,10000.0,3617000000000,-228797000000000,2394628000000000,3000.0
3,8a858e235bd971a4015bd9797df9031a,30000.0,10822000000000,-779362000000000,4354111000000000,6000.0
1,8a858e235bd971a4015bda37fb3d2ef6,10000.0,3670000000000,-6672000000000,2788508000000000,3000.0
4,8a858e235bd971a4015bdbb925cf4332,50000.0,14438000000000,-4320094000000000,4818418000000000,12000.0
4,8a858e235bd971a4015be16b9d155631,50000.0,14437000000000,-236671000000000,6342552000000000,9000.0
3,8a858e235bd971a4015be80845bb2119,30000.0,10841000000000,-2595320000000000,5287813000000000,9000.0
1,8a858e235be813f6015be907ce7f4a8a,10000.0,3612000000000,-1847559000000000,682099000000000,3000.0
1,8a858e235be813f6015be9ec4cdf2666,10000.0,3667000000000,54334000000000,1286118000000000,1500.0
4,8a858e245a4f0e47015a5229053e6746,50000.0,14429000000000,-2335703000000000,8114464000000000,13500.0
4,8a858e245a5c008c015a5c266238148c,40000.0,14491000000000,-2557047000000000,8068841000000000,11250.0
5,8a858e245b680423015b6b3689d46b4b,70000.0,21836000000000,-3962221000000000,7905735000000000,16500.0
3,8a858e245b680423015b6bf6df1d0f55,30000.0,10821000000000,2099106000000000,6155258000000000,4500.0
6,8a858e245b680423015b6d059cd13978,90000.0,21647000000000,-2025612000000000,5692676000000000,10125.0
1,8a858e245b680423015b70e6d3300586,10000.0,3611000000000,19032000000000,2571769000000000,3000.0
6,8a858e245b680423015b70f89d870827,90000.0,21640000000000,-3043473000000000,4743023000000000,11250.0
3,8a858e245b680423015b7533a0a14d64,30000.0,10823000000000,-467533000000000,7377313000000000,9000.0
5,8a858e245b680423015b768bac4267aa,70000.0,18034000000000,-1538842000000000,7279803000000000,13500.0
1,8a858e245c214660015c216f62010d6e,10000.0,3668000000000,-206972000000000,2412774000000000,3000.0
2,8a858e245c214660015c22c54eda4ee0,20000.0,7276000000000,820201000000000,5933370000000000,6000.0
1,8a858e245c214660015c270224c83207,10000.0,3668000000000,-385468000000000,1018485000000000,1500.0
1,8a858e245c214660015c2a00339953d3,10000.0,3669000000000,-301701000000000,2253495000000000,3000.0
3,8a858e245c214660015c2ad957886351,30000.0,10881000000000,-1489930000000000,3718182000000000,6000.0
1,8a858e245c214660015c2ba8187976f7,10000.0,3670000000000,-88260000000000,1190934000000000,1500.0
2,8a858e245c214660015c2fec6a70058e,20000.0,7274000000000,-8773000000000,3827623000000000,4500.0
2,8a858e245c214660015c301d19ab184f,20000.0,7276000000000,763498000000000,4736280000000000,4500.0
2,8a858e245c214660015c307d07003faf,20000.0,7274000000000,-349009000000000,3466761000000000,4500.0
1,8a858e245c214660015c31e74aff1f94,10000.0,3668000000000,-405604000000000,2111508000000000,3000.0
2,8a858e245c214660015c3397e4db389a,20000.0,7275000000000,21674000000000,2547107000000000,3000.0
2,8a858e245c214660015c34f57d492aad,20000.0,7275000000000,-279250000000000,4907231000000000,6000.0
2,8a858e245c58e0d6015c594f0b5c278e,20000.0,7218000000000,-259433000000000,3631573000000000,4500.0
1,8a858e245c5f3f7c015c63d531167c8a,10000.0,3613000000000,16397000000000,2642449000000000,3000.0
7,8a858e255557edfe015558db096544c4,140000.0,25264000000000,2038202000000000,19218261000000000,25200.0
11,8a858e255557edfe01555f78e7df06dd,176000.0,39707000000000,836123000000000,29499449000000000,38050.0
10,8a858e255557edfe01556a0e24dd5feb,170000.0,36134000000000,-1818529000000000,24701737000000000,40700.0
9,8a858e255557edfe01556d88b29739df,170000.0,32493000000000,434204000000000,25419263000000000,35700.0
10,8a858e255557edfe01556f9c8e4321ad,265000.0,36123000000000,-3269981000000000,24628650000000000,49275.0
1,8a858e255557edfe0155702304192a3b,10000.0,3668000000000,-1470758000000000,1120175000000000,3000.0
9,8a858e255557edfe015573d6e4223dc8,215000.0,32516000000000,-372329000000000,30870422000000000,43675.0
12,8a858e255557edfe01557510da606263,250000.0,43376000000000,-1908221000000000,31724996000000000,47937.5
3,8a858e255b910db1015b9762d6b73292,30000.0,10828000000000,-746204000000000,4664323000000000,6000.0
4,8a858e255b910db1015ba0f1568c39f8,50000.0,14428000000000,152522000000000,6446897000000000,9000.0
1,8a858e255b910db1015ba0f65f8e3b69,10000.0,3618000000000,2534772000000000,5087788000000000,3000.0
3,8a858e275b349e25015b34d29ff23232,30000.0,10826000000000,-367244000000000,7550007000000000,9000.0
3,8a858e275b349e25015b3516dacc53a1,30000.0,10823000000000,-428004000000000,3534012000000000,4500.0
1,8a858e275c7ea5ec015c81b78d406c50,10000.0,3613000000000,-292232000000000,2524815000000000,3000.0
1,8a858e275c7ea5ec015c81c3b05f7394,10000.0,3607000000000,36197000000000,2580227000000000,3000.0
1,8a858e275c7ea5ec015c82482d7c3996,10000.0,3668000000000,290564000000000,2840792000000000,3000.0
9,8a858e2857d80e580157d836de5d2be6,220000.0,32485000000000,-8204076000000000,17448761000000000,42300.0
4,8a858e2857e2df4c0157e37e90222d88,50000.0,14556000000000,-245066000000000,6250541000000000,8250.0
3,8a858e285aa8cfc1015aa8fd90951f5a,40000.0,10832000000000,-724388000000000,6987945000000000,10500.0
2,8a858e285b8b2932015b8b490de61bbe,20000.0,7214000000000,872279000000000,6057498000000000,6000.0
4,8a858e285ba4bf33015ba50277171d93,50000.0,14443000000000,-1951974000000000,5805323000000000,10500.0
2,8a858e285c7c7fc9015c7ce104e64a2e,20000.0,7220000000000,-74556000000000,2444659000000000,3000.0
1,8a858e295b430433015b430c1f9506d6,10000.0,3614000000000,326398000000000,1822538000000000,1500.0
1,8a858e2a5cc5bf8f015cc61d74712929,10000.0,3619000000000,-809753000000000,687389000000000,1500.0
11,8a858e2b5853023201585e93b6372b51,210000.0,39756000000000,-2176277000000000,18781898000000000,30500.0
3,8a858e2c5aa96d03015aad08250b34f7,30000.0,10824000000000,1690271000000000,9494703000000000,9000.0
1,8a858e2c5b80de3f015b80e8045204ef,10000.0,6545000000000,-116296000000000,1223122000000000,1500.0
1,8a858e2c5cc64f70015cc83a050e57d2,10000.0,3670000000000,-1068136000000000,1517649000000000,3000.0
1,8a858e2c5cc64f70015cc942825e71ae,10000.0,3668000000000,-267453000000000,2302321000000000,3000.0
4,8a858e2d565657b1015663ff20d43576,40000.0,14434000000000,-1050301000000000,8017027000000000,10500.0
8,8a858e2d597cf6250159829e6e483c19,150000.0,28861000000000,175098000000000,12972031000000000,19550.0
1,8a858e2d597cf6250159830fb43c57ac,10000.0,3607000000000,-300311000000000,2314456000000000,3000.0
7,8a858e2d5aebef07015aec2e96e372c8,110000.0,25259000000000,-3606933000000000,6713159000000000,13525.0
2,8a858e2d5bb55d46015bc61fa9492de0,20000.0,7218000000000,699516000000000,5772991000000000,6000.0
3,8a858e2d5bb55d46015bc6fa50f3384f,30000.0,10828000000000,-1375611000000000,6436599000000000,9000.0
2,8a858e2d5bb55d46015bc87e5f3d72b8,20000.0,7230000000000,-209353000000000,4961525000000000,6000.0
3,8a858e2d5bc95851015bc98eb8fc1575,30000.0,10829000000000,791920000000000,4524671000000000,4500.0
2,8a858e2e5bb57a37015bbe1b8d6d3830,20000.0,7212000000000,-363449000000000,4801074000000000,6000.0
2,8a858e2e5bb57a37015bbe3c1af53cac,20000.0,7215000000000,-257252000000000,4817732000000000,6000.0
4,8a858e2e5bb57a37015bc30f34e02cf7,50000.0,14432000000000,-1360735000000000,3904371000000000,6750.0
1,8a858e2e5bb57a37015bc8ff494a1089,10000.0,3618000000000,-36039000000000,1214116000000000,1500.0
2,8a858e2e5bb57a37015bc94eaa083a35,20000.0,7214000000000,467853000000000,2961939000000000,3000.0
1,8a858e315cf48957015cf7f6197920b0,10000.0,3609000000000,-518102000000000,936339000000000,1500.0
1,8a858e315cf48957015cf86e12995947,10000.0,3668000000000,-191795000000000,2450811000000000,3000.0
4,8a858e3257b91c6d0157cc224b4e0b81,40000.0,14436000000000,382553000000000,8242963000000000,9000.0
1,8a858e325ac154c1015ac651913761f4,10000.0,3607000000000,1073428000000000,2492573000000000,1500.0
4,8a858e325ac154c1015ac67cfc136cf3,45000.0,14548000000000,-321178000000000,10041116000000000,12375.0
4,8a858e325b3e903a015b3e9a2fba0b3e,50000.0,14447000000000,-3955642000000000,5002022000000000,11500.0
2,8a858e325b3e903a015b3eb4ce4b2882,20000.0,7219000000000,-1140276000000000,3907293000000000,6000.0
1,8a858e325d3245ec015d328e6b0b1fcc,10000.0,3673000000000,-133236000000000,1120487000000000,1500.0
3,8a858e335b806e4d015b807c181d101f,30000.0,10828000000000,778957000000000,4706709000000000,4500.0
2,8a858e335c1122c5015c1187707f28ce,20000.0,7279000000000,231295000000000,5486765000000000,6000.0
1,8a858e335d1dd902015d243228db3b9b,10000.0,3614000000000,34749000000000,1337935000000000,1500.0
1,8a858e335d1dd902015d25fb29be48ff,10000.0,3612000000000,-1084735000000000,261177000000000,1500.0
1,8a858e335d1dd902015d2c236db91aa3,10000.0,3668000000000,-615913000000000,639920000000000,1500.0
1,8a858e335d1dd902015d2c79c1c6425b,10000.0,3672000000000,28252000000000,1276942000000000,1500.0
7,8a858e345a04f20b015a0a8f17e174f4,85000.0,25267000000000,-177050000000000,12736096000000000,15987.5
4,8a858e345a04f20b015a0b7763b67cf8,40000.0,14460000000000,3175343000000000,9942836000000000,7500.0
6,8a858e345a04f20b015a0ee4dd6b1c38,90000.0,21703000000000,-2458791000000000,12797986000000000,21800.0
1,8a858e345a13cc50015a181a44d8023e,10000.0,3668000000000,10404000000000,1283811000000000,1500.0
4,8a858e345a8ac48f015a8ec9267c7074,50000.0,14502000000000,59442000000000,10419003000000000,13500.0
2,8a858e345bd96da8015bd9def9c624f6,20000.0,7221000000000,-642600000000000,4452363000000000,6000.0
2,8a858e345bd96da8015bda16d32d2f3e,20000.0,7218000000000,-550475000000000,4906969000000000,6000.0
4,8a858e345bd96da8015bda7ce5f33ec9,50000.0,14427000000000,-894016000000000,5358465000000000,9000.0
2,8a858e345bd96da8015bdcde39b37570,20000.0,7218000000000,80396000000000,5154492000000000,6000.0
1,8a858e345bd96da8015bdf75f0096214,10000.0,3607000000000,1360237000000000,3957443000000000,3000.0
