,customerid,bank_branch_clients,systemloanid,loannumber,loanamount,totaldue,termdays,good_bad_flag,referred,realage,TipoInteresAhora,bank_account_Current,bank_account_Other,bank_account_Savings,level_of_education_clients_Graduate,level_of_education_clients_Post-Graduate,level_of_education_clients_Primary,level_of_education_clients_Secondary,level_of_education_clients_Unknown,bank_name_client_Access Bank,bank_name_client_Diamond Bank,bank_name_client_EcoBank,bank_name_client_FCMB,bank_name_client_Fidelity Bank,bank_name_client_First Bank,bank_name_client_GT Bank,bank_name_client_Heritage Bank,bank_name_client_Keystone Bank,bank_name_client_Skye Bank,bank_name_client_Stanbic IBTC,bank_name_client_Standard Chartered,bank_name_client_Sterling Bank,bank_name_client_UBA,bank_name_client_Union Bank,bank_name_client_Unity Bank,bank_name_client_Wema Bank,bank_name_client_Zenith Bank,employment_status_client_Contract,employment_status_client_Permanent,employment_status_client_Retired,employment_status_client_Self-Employed,employment_status_client_Student,employment_status_client_Unemployed,employment_status_client_Unknown,number_of_Loans,accumlated_loan_given,accumlated_timediff,time-to-payoff,accumulated_money_won,is_late_for_firstpay
1040,8a858f615591c2cc015598dface34f3a,0.0,301980600.0,10.0,30000.0,39000.0,60.0,1.0,0.0,31.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,175000.0,32511000000000.0,2.3824982e+16,36150.0,1.0
1041,8a858fe45cd62cbf015cd8b70993392b,0.0,301987155.0,2.0,10000.0,13000.0,30.0,1.0,0.0,46.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3668000000000.0,1986642000000000.0,3000.0,0.0
1042,8a858fde56eb02280156eb911f1e3872,0.0,301983597.0,8.0,30000.0,39000.0,60.0,1.0,0.0,35.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,110000.0,25259000000000.0,1.6395335e+16,27100.0,0.0
1043,8a858f8c5ca0e7fe015ca1217e0c1bcd,0.0,301972873.0,2.0,10000.0,13000.0,30.0,1.0,1.0,54.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3608000000000.0,2042227000000000.0,3000.0,0.0
1044,8a858e395cb1d4d9015cb236b4811cbc,0.0,301999914.0,2.0,10000.0,11500.0,15.0,1.0,0.0,56.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,3669000000000.0,2419584000000000.0,3000.0,0.0
1045,8a858f6055f82d2c0155f8c77b2b072d,0.0,301994425.0,8.0,30000.0,39000.0,60.0,1.0,0.0,39.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,110000.0,25390000000000.0,2.0235296e+16,22600.0,1.0
1046,8a858f9d5668e3f10156767e9a0f0188,0.0,301986192.0,13.0,50000.0,57000.5,90.0,1.0,0.0,37.0,0.15556666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,350000.0,43430000000000.0,2.7408315e+16,64000.0,0.0
1047,8a858ea25bf369e4015bf72bd6e75e12,0.0,301959793.0,3.0,10000.0,11500.0,15.0,1.0,0.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20000.0,7217000000000.0,4151427000000000.0,4500.0,1.0
1048,8a858ff25c8250c1015c8265f4c80e02,0.0,301990382.0,2.0,10000.0,13000.0,30.0,1.0,1.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3670000000000.0,1928008000000000.0,3000.0,0.0
1049,8a858fc45c5f93be015c6082c1cc4404,0.0,301963358.0,2.0,10000.0,13000.0,30.0,1.0,0.0,37.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3617000000000.0,2900319000000000.0,3000.0,1.0
1050,8a858e5a5be99e1c015be9e56ea00fde,0.0,301977346.0,2.0,10000.0,11500.0,15.0,1.0,0.0,36.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3669000000000.0,1291033000000000.0,1500.0,0.0
1051,8a858ed45c454c11015c4e1307e35dd9,0.0,302000521.0,3.0,10000.0,13000.0,30.0,1.0,0.0,45.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20000.0,7221000000000.0,4829742000000000.0,4500.0,1.0
1052,8a858e845accb4f9015accdccf761e20,0.0,302002022.0,5.0,10000.0,13000.0,30.0,1.0,0.0,39.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,40000.0,14549000000000.0,1.1293325e+16,12000.0,1.0
1053,8a8589a7545186b10154757067323535,1.0,301998594.0,4.0,30000.0,34500.0,30.0,1.0,0.0,37.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,60000.0,7225000000000.0,6816196000000000.0,13500.0,0.0
1054,8a858f13556665aa01556efd1d087572,0.0,301970691.0,6.0,20000.0,24500.0,30.0,1.0,0.0,44.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,60000.0,18056000000000.0,1.517035e+16,15000.0,1.0
1055,8a858f595ccb6f86015cce03949b43a9,0.0,301993080.0,2.0,10000.0,11500.0,15.0,1.0,1.0,46.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3668000000000.0,2625893000000000.0,3000.0,0.0
1056,8a858f085b494826015b54791d4f0126,0.0,301958789.0,5.0,20000.0,24500.0,30.0,1.0,1.0,33.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,50000.0,14433000000000.0,6886693000000000.0,10500.0,0.0
1057,8a858f9d5668e3f1015674a656b3274b,0.0,301961257.0,12.0,30000.0,34500.0,30.0,0.0,0.0,43.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,205000.0,39711000000000.0,2.6758769e+16,37725.0,1.0
1058,8a858fb05d2d03c8015d2e23db9d1560,0.0,302002270.0,2.0,10000.0,11500.0,15.0,1.0,0.0,36.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,3671000000000.0,880407000000000.0,1500.0,0.0
1059,8a858e0c5bfceae6015bfcfabccb0a81,0.0,301965366.0,3.0,10000.0,13000.0,30.0,1.0,0.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20000.0,7218000000000.0,2535182000000000.0,3000.0,0.0
1060,8a858e7c5c78b1ff015c796688235b84,0.0,301971168.0,2.0,10000.0,13000.0,30.0,1.0,0.0,41.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,3615000000000.0,1058328000000000.0,1500.0,0.0
1061,8a858e585693982b0156ac0d9c0b17b1,0.0,301969656.0,10.0,40000.0,48000.0,60.0,1.0,0.0,36.0,0.33333333333333337,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,190000.0,32499000000000.0,2.0512345e+16,44200.0,0.0
1062,8a858e455c1bf763015c1c4eab062420,0.0,301967549.0,3.0,10000.0,13000.0,30.0,1.0,1.0,34.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20000.0,7273000000000.0,3470456000000000.0,4500.0,0.0
1063,8a8588f5542eb0d401542f48f0381490,0.0,301961628.0,15.0,40000.0,44000.0,30.0,1.0,0.0,42.0,0.33333333333333337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,280000.0,50540000000000.0,3.7243631e+16,48300.0,1.0
1064,8a858e5856b7840c0156c1158b2c4a07,0.0,301976727.0,10.0,30000.0,34500.0,30.0,1.0,0.0,47.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,180000.0,32496000000000.0,2.2512995e+16,33800.0,0.0
1065,8a858e135c7e2eec015c81cb9dc02458,0.0,301979521.0,2.0,10000.0,13000.0,30.0,1.0,0.0,35.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3611000000000.0,1379180000000000.0,3000.0,0.0
1066,8a858e885b68546c015b789214a9131c,0.0,302003192.0,3.0,10000.0,13000.0,30.0,1.0,0.0,36.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20000.0,7226000000000.0,3755816000000000.0,4500.0,0.0
1067,8a858e9a54d9121b0154dd1bfff23870,0.0,301969514.0,3.0,10000.0,13000.0,30.0,0.0,0.0,31.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20000.0,7218000000000.0,4499403000000000.0,5500.0,0.0
1068,8a858fd3552c7562015562a28e7672a4,0.0,301998637.0,11.0,40000.0,48000.0,60.0,1.0,0.0,46.0,0.33333333333333337,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,210000.0,36158000000000.0,2.632759e+16,39150.0,0.0
1069,8a858eb4596ff919015974a667560a89,0.0,301968410.0,8.0,30000.0,34500.0,30.0,1.0,0.0,40.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,120000.0,25253000000000.0,1.4320821e+16,22600.0,0.0
1070,8a858f13556665aa015572d6e7b872de,0.0,301969315.0,14.0,50000.0,52500.0,30.0,1.0,0.0,44.0,0.16666666666666669,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,400000.0,46925000000000.0,3.1273692e+16,60500.0,0.0
1071,8a858efa5b444739015b47adb9a25de1,0.0,301964647.0,6.0,10000.0,11500.0,15.0,1.0,0.0,39.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,55000.0,18037000000000.0,6513172000000000.0,10687.5,0.0
1072,8a858ee0560bc077015617223d040e96,0.0,301996223.0,10.0,25000.0,27500.0,30.0,1.0,0.0,28.0,0.33333333333333337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,178000.0,32538000000000.0,2.3877662e+16,35400.0,0.0
1073,8a858fa55b623a05015b623bb10001c6,0.0,301995303.0,8.0,30000.0,34500.0,30.0,1.0,0.0,38.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,110000.0,25251000000000.0,8742382000000000.0,19925.0,0.0
1074,8a85893d53f104eb0153f5a6a7d850eb,0.0,301980685.0,6.0,30000.0,34500.0,30.0,1.0,0.0,43.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,100000.0,18057000000000.0,9854945000000000.0,17250.0,0.0
1075,8a858e025ab3a6c2015ab74cfa5c4431,0.0,301979488.0,8.0,20000.0,24500.0,30.0,1.0,1.0,34.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,90000.0,25378000000000.0,8382323000000000.0,12000.0,0.0
1076,8a858fab5cd5e1a7015ce60347f43f55,0.0,301996248.0,2.0,10000.0,13000.0,30.0,0.0,0.0,44.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3669000000000.0,2485854000000000.0,3000.0,0.0
1077,8a858fa05cf48427015cf841cd9a7973,0.0,302001121.0,2.0,10000.0,13000.0,30.0,1.0,0.0,54.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3670000000000.0,2435522000000000.0,3000.0,0.0
1078,8a858fe45a7f52b1015a818bd5ad73a0,0.0,301995261.0,4.0,10000.0,11500.0,15.0,0.0,0.0,30.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,30000.0,10821000000000.0,8729740000000000.0,4500.0,1.0
1079,8a858eb95b8c2f6e015b8cb299b128a0,0.0,301982765.0,5.0,20000.0,24500.0,30.0,1.0,0.0,42.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,50000.0,14439000000000.0,7536657000000000.0,12000.0,0.0
1080,8a858e8457f7a42a0157fae7238c3d4c,0.0,301971382.0,3.0,10000.0,13000.0,30.0,1.0,0.0,37.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,20000.0,7257000000000.0,5751968000000000.0,6000.0,1.0
1081,8a85896653e2e18b0153f0c200dd62c6,0.0,301971866.0,2.0,10000.0,13000.0,30.0,1.0,0.0,28.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3668000000000.0,984795000000000.0,1500.0,0.0
1082,8a858e0156b782a10156c6613e7c4b5f,0.0,301975207.0,7.0,30000.0,34500.0,30.0,1.0,0.0,40.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,100000.0,21661000000000.0,5005655000000000.0,13450.0,0.0
1083,8a858fa05cf48427015cf4b17c751e5f,0.0,301982722.0,2.0,10000.0,11500.0,15.0,0.0,0.0,31.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,3668000000000.0,1519341000000000.0,1500.0,1.0
1084,8a858f185b390ca6015b392e46cd20ee,0.0,302003713.0,5.0,20000.0,24500.0,30.0,1.0,0.0,37.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,50000.0,14791000000000.0,9452790000000000.0,13500.0,0.0
1085,8a858fe05d421ff4015d4c5284f11359,0.0,302000686.0,2.0,10000.0,11500.0,15.0,1.0,1.0,49.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,3670000000000.0,1025399000000000.0,1500.0,0.0
1086,8a858e5856b7840c0156bc78a4767ae8,0.0,301966614.0,16.0,40000.0,42000.0,30.0,1.0,0.0,33.0,0.16666666666666669,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,410000.0,54246000000000.0,2.0487641e+16,51375.0,0.0
1087,8a858e165b90faf9015b973923842ae9,0.0,301966470.0,4.0,20000.0,24500.0,30.0,0.0,0.0,42.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,30000.0,10821000000000.0,6119711000000000.0,9000.0,0.0
1088,8a8588f35451808f01547b8e92ec220d,0.0,301968134.0,2.0,10000.0,13000.0,30.0,0.0,0.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3607000000000.0,1464206000000000.0,1500.0,1.0
1089,8a858e5555780ea001557e7212a741c5,0.0,301999505.0,13.0,50000.0,57500.0,90.0,1.0,0.0,28.0,0.16666666666666669,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,320000.0,43312000000000.0,2.997652e+16,60200.0,0.0
1090,8a858e345bd96da8015be47b59666198,0.0,301971862.0,3.0,10000.0,13000.0,30.0,0.0,0.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20000.0,7222000000000.0,5500075000000000.0,6000.0,1.0
1091,8a858e345bd96da8015be6b9f8bc10c7,0.0,301960371.0,3.0,10000.0,13000.0,30.0,0.0,0.0,34.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20000.0,7219000000000.0,4025890000000000.0,4500.0,1.0
1092,8a858e495cef1ef1015cf2969cc12781,0.0,301978191.0,2.0,10000.0,11500.0,15.0,1.0,0.0,34.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3668000000000.0,1202641000000000.0,1500.0,0.0
1093,8a858e885c9c6f96015ca07a1fe371fd,0.0,301968929.0,2.0,10000.0,13000.0,30.0,0.0,1.0,41.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3669000000000.0,1934119000000000.0,1500.0,1.0
1094,8a858ea8580b1fee015810374b69234f,0.0,301961232.0,2.0,10000.0,13000.0,30.0,1.0,0.0,51.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3612000000000.0,5301775000000000.0,3000.0,1.0
1095,8a858e1e54e2aa5a0154fbf9330120e1,0.0,301960919.0,10.0,40000.0,44000.0,30.0,1.0,0.0,32.0,0.33333333333333337,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,230000.0,32505000000000.0,2.5079264e+16,37200.0,1.0
1096,8a858f975c4582c4015c536f14707d09,0.0,301997338.0,3.0,20000.0,24500.0,30.0,1.0,1.0,44.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,30000.0,7223000000000.0,4333040000000000.0,7000.0,0.0
